m_campaign_0,m_campaign_1,m_campaign_2,m_campaign_3
0.697386,0.596258,0.378184,0.735202
0.245230,0.290358,0.068159,0.432791
0.316579,0.456660,0.277409,0.541933
0.319533,0.331152,0.167000,0.544935
0.735337,0.407281,0.220045,0.718090
0.353512,0.503422,0.601905,0.743554
0.665249,0.353462,0.102837,0.872918
0.606406,0.288292,0.417090,0.615069
0.932112,0.521388,0.464361,0.439914
0.170576,0.464650,0.208116,0.621526
0.792208,0.383358,0.316156,0.784106
0.510210,0.376264,0.114382,0.489897
0.740022,0.327341,0.171945,0.477667
0.000891,0.343844,0.164340,0.477457
0.013140,0.516277,0.322106,0.527672
0.850391,0.236314,0.139410,0.631640
0.539259,0.483592,0.270551,0.554944
0.441039,0.325918,0.571357,0.643635
0.458099,0.620873,0.247784,0.662399
0.333729,0.280544,0.231979,0.508929
0.028033,0.479739,0.387296,0.427060
0.480210,0.355897,0.101006,0.616423
0.033049,0.539403,0.260736,0.646719
0.725745,0.219625,0.452554,0.570186
0.796838,0.470950,0.350449,0.796998
0.728846,0.657474,0.571448,0.545528
0.961875,0.439045,0.271626,0.554435
0.058130,0.378463,0.363154,0.845627
0.036829,0.661961,0.309442,0.447450
0.093737,0.181051,0.469821,0.435931
0.782770,0.324690,0.359444,0.894180
0.680186,0.573692,0.208146,0.725444
0.304791,0.604489,0.121390,0.410292
0.578353,0.574941,0.071337,0.631271
0.778639,0.405023,0.486630,0.614587
0.892157,0.449168,0.602223,0.838389
0.270923,0.316205,0.254637,0.353224
0.401193,0.389448,0.092517,0.505076
0.396937,0.428980,0.062333,0.671517
0.694197,0.555338,0.296295,0.653371
0.419777,0.704671,0.193290,0.379152
0.794746,0.385764,0.187164,0.575127
0.717371,0.389160,0.218333,0.734884
0.473751,0.521859,0.487335,0.444781
0.017723,0.108180,0.251551,0.643340
0.435173,0.541468,0.187594,0.709836
0.587525,0.229539,0.072886,0.675629
0.025013,0.574963,0.323308,0.627945
0.282060,0.199743,0.214780,0.863864
0.909526,0.350592,0.354945,0.705556
0.363950,0.431032,0.377403,0.509387
0.320768,0.409820,0.403636,0.843225
0.932485,0.074394,0.151649,0.669702
0.568909,0.378462,0.473594,0.430179
0.096791,0.418190,0.162213,0.345573
0.215336,0.439366,0.267655,0.808510
0.539103,0.419052,0.179267,0.456870
0.763230,0.350929,0.400954,0.598394
0.035324,0.226814,0.007062,0.714272
0.189549,0.497175,0.091420,0.615796
0.298708,0.330242,0.214196,0.679185
0.890076,0.499264,0.124468,0.569907
0.806136,0.309733,0.201210,0.639894
0.942340,0.353941,0.268380,0.682275
0.113829,0.431415,0.339119,0.416953
0.840302,0.403968,0.379014,0.516797
0.533215,0.677166,0.097174,0.432997
0.501093,0.446484,0.283091,0.633631
0.363906,0.470559,0.094548,0.619813
0.626339,0.183933,0.340890,0.421166
0.213033,0.617988,0.732137,0.707666
0.416679,0.315766,0.353554,0.584891
0.257526,0.350111,0.292753,0.648019
0.270057,0.365105,0.180950,0.826301
0.974879,0.366937,0.322358,0.643447
0.211780,0.360902,0.556186,0.664493
0.223677,0.482699,0.334309,0.405268
0.106437,0.366550,0.227724,0.588646
0.253029,0.240490,0.433048,0.345456
0.167474,0.396884,0.425242,0.539361
0.485620,0.451778,0.245534,0.684572
0.179268,0.534591,0.270957,0.714548
0.760911,0.115608,0.686896,0.612037
0.244612,0.409843,0.255840,0.491029
0.444650,0.557842,0.316128,0.676345
0.240597,0.186249,0.460423,0.575222
0.221181,0.177124,0.268518,0.371782
0.157750,0.340005,0.180609,0.743418
0.275154,0.428766,0.223379,0.526804
0.536438,0.482571,0.436859,0.908920
0.293744,0.447918,0.635498,0.605636
0.711050,0.271557,0.112933,0.738142
0.574391,0.439246,0.707401,0.643300
0.255025,0.430548,0.236387,0.738466
0.357321,0.417014,0.351358,0.538843
0.736986,0.533303,0.409758,0.543898
0.706862,0.215432,0.171266,0.637550
0.607175,0.398534,0.201765,0.591287
0.685603,0.359113,0.314753,0.608985
0.021084,0.581853,0.233506,0.704291
0.684801,0.623522,0.315502,0.645469
0.275007,0.375676,0.091877,0.567710
0.304371,0.653825,0.130859,0.662404
0.423122,0.655321,0.326720,0.384172
0.206441,0.381612,0.346905,0.685185
0.828082,0.298742,0.059841,0.653379
0.213375,0.327225,0.182476,0.789942
0.775454,0.313934,0.232268,0.747478
0.146888,0.671593,0.380618,0.343636
0.763298,0.616019,0.526665,0.794578
0.758833,0.591576,0.135925,0.699496
0.954677,0.241006,0.057429,0.505732
0.510020,0.312547,0.366367,0.819410
0.053630,0.645406,0.236532,0.725867
0.142006,0.296250,0.565292,0.887824
0.360584,0.398747,0.075968,0.663991
0.424231,0.435373,0.205240,0.634799
0.505274,0.533890,0.270667,0.847402
0.053800,0.342070,0.251655,0.713042
0.431693,0.374993,0.397390,0.821583
0.592864,0.429883,0.060706,0.647029
0.376576,0.463691,0.170289,0.731015
0.608316,0.339753,0.395134,0.501960
0.602149,0.326580,0.118127,0.549679
0.022586,0.441203,0.454845,0.587745
0.021186,0.545570,0.221758,0.603997
0.203149,0.523519,0.173818,0.604890
0.236366,0.609460,0.052748,0.494179
0.310064,0.250549,0.120628,0.581639
0.026912,0.562912,0.365205,0.580414
0.784158,0.577834,0.428179,0.542033
0.650036,0.460196,0.101745,0.706885
0.746871,0.207539,0.346756,0.600848
0.037247,0.420141,0.384395,0.452887
0.599062,0.391348,0.008560,0.696147
0.634127,0.399631,0.177049,0.746747
0.003407,0.395330,0.478966,0.405011
0.829571,0.467142,0.251598,0.675430
0.142033,0.409919,0.158302,0.615908
0.437262,0.152869,0.408751,0.622487
0.563075,0.441589,0.367133,0.715349
0.630111,0.466836,0.162543,0.669304
0.264177,0.376710,0.423492,0.555097
0.682126,0.120694,0.514956,0.473269
0.824294,0.386403,0.530483,0.626473
0.743410,0.370641,0.178147,0.478378
0.111597,0.466110,0.209339,0.548118
0.008104,0.551211,0.374533,0.400766
0.420131,0.570832,0.399554,0.738270
0.517799,0.489269,0.191008,0.641230
0.547284,0.467569,0.394888,0.669726
0.530945,0.577789,0.550431,0.668742
0.789076,0.449984,0.196754,0.734716
0.795827,0.404771,0.542860,0.490157
0.421377,0.545907,0.284354,0.597110
0.388038,0.191787,0.353282,0.596389
0.218840,0.517165,0.496727,0.610411
0.727844,0.284131,0.275290,0.600726
0.496596,0.433795,0.500212,0.748633
0.271620,0.282225,0.245957,0.701041
0.525966,0.577647,0.191403,0.788290
0.951603,0.450362,0.272619,0.528488
0.931170,0.533966,0.300557,0.625056
0.943104,0.594658,0.078023,0.448882
0.905702,0.587896,0.377235,0.636386
0.940121,0.363050,0.153605,0.654595
0.598206,0.445988,0.114030,0.745043
0.348942,0.369404,0.133990,0.466923
0.955961,0.465904,0.446941,0.664906
0.354889,0.634114,0.156305,0.417109
0.029462,0.411891,0.153358,0.508663
0.858068,0.227320,0.066787,0.586108
0.890145,0.542071,0.486521,0.327864
0.463745,0.410584,0.084525,0.763073
0.885065,0.459176,0.132161,0.516385
0.574991,0.322746,0.413864,0.666274
0.414721,0.347723,0.145388,0.451095
0.848854,0.293010,0.120400,0.651843
0.309215,0.356435,0.243306,0.475582
0.363616,0.317171,0.421238,0.593099
0.131772,0.278345,0.381012,0.544924
0.053651,0.391944,0.313411,0.599435
0.323675,0.291712,0.344714,0.520247
0.829032,0.589394,0.397472,0.609969
0.017962,0.483615,0.352336,0.577021
0.636815,0.465838,0.319328,0.694575
0.862329,0.349491,0.521547,0.558602
0.490784,0.319570,0.187973,0.469585
0.273843,0.395775,0.055603,0.695945
0.734623,0.617796,0.183784,0.504642
0.779190,0.516628,0.301428,0.724591
0.469456,0.286269,0.294189,0.708063
0.717962,0.655593,0.342299,0.716509
0.711209,0.355518,0.468212,0.643368
0.324171,0.367617,0.328217,0.669348
0.232294,0.633367,0.076260,0.690114
0.043912,0.421777,0.510054,0.655046
0.002940,0.315095,0.454090,0.792156
0.302498,0.564721,0.383529,0.351940
0.731490,0.318517,0.240258,0.364656
0.479756,0.514439,0.159883,0.278448
0.812245,0.301252,0.207492,0.335024
0.816135,0.364634,0.064299,0.597586
0.522461,0.581989,0.535359,0.628367
0.981303,0.445054,0.161807,0.709463
0.051415,0.548122,0.073495,0.584167
0.310861,0.314796,0.125325,0.588546
0.606347,0.400277,0.521615,0.525612
0.282836,0.257488,0.295391,0.678569
0.333651,0.561455,0.357667,0.667379
0.197834,0.528555,0.245328,0.440337
0.286912,0.522160,0.056839,0.614566
0.997139,0.459025,0.291096,0.641625
0.714381,0.265366,0.372642,0.496473
0.363879,0.605282,0.381817,0.621924
0.618564,0.430784,0.382917,0.380410
0.174710,0.479810,0.406791,0.608433
0.734911,0.294001,0.516137,0.899652
0.692242,0.103054,0.317819,0.477379
0.494230,0.607919,0.409523,0.557230
0.868337,0.510414,0.057145,0.649241
0.601495,0.518612,0.289724,0.529184
0.866784,0.434437,0.228091,0.555332
0.488235,0.461088,0.309004,0.555310
0.597723,0.454372,0.447865,0.744210
0.705857,0.175254,0.251580,0.657073
0.782264,0.224095,0.222773,0.678758
0.355507,0.425169,0.379799,0.563090
0.618077,0.577502,0.372859,0.541479
0.532568,0.384426,0.070840,0.794837
0.644443,0.390058,0.430110,0.455287
0.861600,0.465162,0.110682,0.588472
0.077257,0.281681,0.214128,0.448269
0.610322,0.545078,0.071294,0.646182
0.635217,0.407703,0.194818,0.506617
0.349471,0.374588,0.659081,0.585530
0.064270,0.413952,0.149388,0.546066
0.451221,0.239526,0.375355,0.475445
0.288496,0.434423,0.211244,0.463324
0.048828,0.142388,0.610749,0.725464
0.692490,0.317942,0.188114,0.462967
0.727566,0.203795,0.623394,0.427573
0.082457,0.460133,0.469220,0.354924
0.933422,0.384692,0.345139,0.404670
0.635785,0.303683,0.626639,0.520852
0.172713,0.383241,0.342268,0.868253
0.235648,0.305182,0.440740,0.520813
0.623567,0.391126,0.110676,0.658909
0.779030,0.638531,0.322033,0.713842
0.582539,0.432610,0.142679,0.607748
0.179435,0.621410,0.142899,0.853484
0.994946,0.264390,0.103963,0.639202
0.435546,0.595923,0.437360,0.679972
0.639068,0.389737,0.075710,0.555046
0.517201,0.303147,0.320470,0.790876
0.063843,0.278247,0.169681,0.917928
0.645539,0.330903,0.108803,0.729935
0.706234,0.588702,0.388110,0.507764
0.473473,0.315643,0.278073,0.606629
0.486335,0.426019,0.198169,0.614091
0.100775,0.443012,0.719827,0.479419
0.549216,0.397920,0.719265,0.502165
0.597921,0.608925,0.428081,0.746050
0.478410,0.422806,0.493952,0.710176
0.375905,0.211737,0.366880,0.624817
0.468095,0.453356,0.205239,0.426489
0.868609,0.529635,0.273040,0.426058
0.314236,0.493795,0.432977,0.396530
0.953970,0.209735,0.284959,0.577941
0.957939,0.207079,0.280146,0.595353
0.257329,0.387907,0.311241,0.461030
0.601858,0.523651,0.101757,0.586700
0.834145,0.435044,0.260663,0.523457
0.086300,0.331247,0.309029,0.745481
0.698367,0.351552,0.180238,0.703038
0.116283,0.415879,0.232499,0.739933
0.891277,0.238650,0.314595,0.508648
0.775812,0.444202,0.156630,0.568391
0.029920,0.496073,0.241423,0.357772
0.218233,0.539406,0.184366,0.630075
0.095942,0.181669,0.321055,0.668087
0.730161,0.541833,0.636283,0.761955
0.146468,0.574521,0.570189,0.529494
0.174172,0.563156,0.129441,0.543210
0.254985,0.448443,0.120706,0.612644
0.127318,0.417780,0.152759,0.812565
0.790294,0.452364,0.128547,0.623387
0.495509,0.499269,0.320703,0.515141
0.152667,0.109780,0.208447,0.341598
0.085721,0.367897,0.242681,0.503595
0.483797,0.320757,0.026508,0.631757
0.663015,0.545171,0.399050,0.701739
0.757958,0.404406,0.284605,0.453696
0.990418,0.347315,0.119372,0.590926
0.153944,0.357119,0.099162,0.527896
0.257259,0.599994,0.258229,0.525705
0.913424,0.501330,0.406246,0.708040
0.285633,0.508979,0.214990,0.841915
0.128204,0.501015,0.276932,0.465070
0.094149,0.659377,0.334199,0.633613
0.314764,0.542031,0.329929,0.618462
0.412404,0.486574,0.552926,0.485341
0.466815,0.402651,0.027612,0.784527
0.003079,0.476965,0.460845,0.629470
0.916817,0.274079,0.225093,0.586607
0.038449,0.308323,0.139313,0.420219
0.227031,0.254096,0.135686,0.433964
0.830696,0.283202,0.475036,0.458239
0.272733,0.308255,0.319364,0.456161
0.829303,0.624386,0.327218,0.484751
0.971100,0.247433,0.203330,0.703016
0.769428,0.523936,0.096111,0.590773
0.308899,0.341116,0.227675,0.689753
0.364458,0.347153,0.621891,0.540326
0.131584,0.144558,0.429204,0.466438
0.213582,0.582666,0.240447,0.713006
0.830973,0.406249,0.061691,0.473374
0.051938,0.325147,0.258710,0.531573
0.881550,0.401583,0.303306,0.561773
0.122038,0.605032,0.457411,0.800016
0.332964,0.392134,0.293663,0.589093
0.880488,0.451243,0.320169,0.650534
0.185368,0.263065,0.283577,0.702173
0.076698,0.518001,0.446439,0.800588
0.850427,0.552801,0.124767,0.826876
0.053950,0.427363,0.327180,0.688183
0.882433,0.380986,0.405998,0.523208
0.026059,0.345671,0.083435,0.584666
0.856349,0.406269,0.259469,0.547075
0.388347,0.335912,0.207485,0.720849
0.678263,0.331350,0.389940,0.707282
0.858395,0.493898,0.669564,0.715590
0.403396,0.374009,0.040330,0.691546
0.797831,0.184586,0.073650,0.701046
0.510682,0.377325,0.378052,0.569370
0.078486,0.429507,0.063556,0.649412
0.617368,0.455833,0.301815,0.893116
0.149035,0.293935,0.177497,0.709675
0.408559,0.371461,0.213064,0.638556
0.657258,0.497742,0.257689,0.482094
0.077037,0.416340,0.427963,0.800726
0.854014,0.320995,0.476774,0.664357
0.120559,0.490539,0.188492,0.474889
0.448099,0.393137,0.337592,0.662612
0.697694,0.351304,0.032776,0.747089
0.700351,0.597903,0.203520,0.609570
0.731448,0.506507,0.347893,0.424961
0.854574,0.293032,0.363224,0.588997
0.782506,0.516646,0.274888,0.577773
0.936136,0.300380,0.200907,0.576441
0.587946,0.346630,0.289093,0.613105
0.941526,0.282704,0.375033,0.416673
0.793275,0.472905,0.274851,0.699899
0.857421,0.466989,0.148763,0.407420
0.942224,0.249474,0.182061,0.729267
0.032043,0.403815,0.083420,0.580570
0.639911,0.229202,0.222677,0.736306
0.077439,0.487259,0.453534,0.547936
0.710821,0.485937,0.168348,0.490921
0.323212,0.270131,0.191334,0.790646
0.919786,0.362162,0.090041,0.588264
0.378338,0.541749,0.349780,0.693826
0.285890,0.443850,0.664379,0.392463
0.882406,0.360224,0.558172,0.570059
0.162438,0.176802,0.205156,0.565336
0.708402,0.290235,0.460535,0.504722
0.304695,0.458428,0.216565,0.872256
0.994018,0.170552,0.287637,0.539303
0.999010,0.421155,0.093907,0.777906
0.725566,0.505790,0.563590,0.749091
0.203782,0.520990,0.043171,0.596646
0.085372,0.419684,0.073298,0.460782
0.839697,0.369000,0.273145,0.665395
0.749486,0.452531,0.111733,0.787338
0.730766,0.391125,0.064936,0.605895
0.044832,0.491106,0.114183,0.506810
0.775019,0.547336,0.245113,0.518845
0.858661,0.297855,0.088587,0.574263
0.849767,0.357762,0.253741,0.738969
0.813025,0.352191,0.237667,0.494513
0.366964,0.297741,0.410084,0.431028
0.321875,0.480478,0.580250,0.489262
0.377845,0.264040,0.477466,0.736599
0.464619,0.483707,0.326450,0.619522
0.502824,0.456795,0.465718,0.899563
0.918358,0.462419,0.320720,0.492363
0.574307,0.496598,0.311674,0.393634
0.087332,0.409734,0.378484,0.685183
0.039700,0.468737,0.320086,0.669417
0.545097,0.328239,0.581917,0.612609
0.890186,0.405333,0.203580,0.528723
0.919519,0.462752,0.189367,0.530521
0.421335,0.529806,0.381583,0.501735
0.014264,0.483779,0.339092,0.576897
0.196928,0.521878,0.641214,0.333698
0.423568,0.376681,0.073938,0.668761
0.673879,0.512952,0.471948,0.690541
0.020826,0.451728,0.142339,0.500861
0.292739,0.382807,0.337336,0.624628
0.119508,0.328223,0.123079,0.915492
0.268411,0.400229,0.620556,0.677188
0.257801,0.459573,0.366130,0.759929
0.953866,0.412612,0.060620,0.622024
0.934439,0.401531,0.152096,0.746452
0.590206,0.301855,0.486525,0.617168
0.590638,0.306486,0.153296,0.866252
0.770728,0.421682,0.520596,0.546227
0.823855,0.497455,0.321182,0.875077
0.334059,0.372315,0.103804,0.655065
0.923845,0.460831,0.333439,0.423047
0.468045,0.529653,0.554845,0.666196
0.148222,0.534206,0.299532,0.410192
0.382112,0.453999,0.035441,0.611446
0.781415,0.711913,0.166101,0.582227
0.930896,0.173203,0.082338,0.525851
0.540664,0.225707,0.521304,0.536247
0.021100,0.405902,0.280754,0.429892
0.942759,0.446148,0.444340,0.786934
0.445682,0.666752,0.444719,0.616724
0.508647,0.354038,0.308427,0.843416
0.999374,0.216221,0.627554,0.405313
0.770606,0.549215,0.466865,0.625252
0.656315,0.209854,0.441400,0.489990
0.802717,0.353283,0.246143,0.686885
0.584390,0.576139,0.433863,0.684249
0.810113,0.485983,0.157136,0.609016
0.704363,0.205093,0.120253,0.598820
0.705285,0.390121,0.161864,0.756808
0.085353,0.281086,0.288927,0.718500
0.928740,0.443417,0.224521,0.734747
0.320783,0.226246,0.580706,0.660141
0.440670,0.490647,0.507288,0.776366
0.480387,0.159699,0.097819,0.456094
0.108607,0.190993,0.396545,0.577176
0.680009,0.357958,0.140027,0.454978
0.345922,0.465016,0.103104,0.745552
0.185507,0.141932,0.521489,0.615806
0.323066,0.386801,0.210201,0.523358
0.725174,0.457927,0.389744,0.766662
0.824959,0.424888,0.529738,0.477362
0.880746,0.417081,0.389804,0.634367
0.013602,0.405929,0.242270,0.670634
0.701193,0.507420,0.285982,0.670654
0.761555,0.543612,0.231420,0.593740
0.610036,0.482212,0.152779,0.873318
0.533866,0.270807,0.107362,0.570101
0.265835,0.176672,0.256776,0.547546
0.646927,0.198594,0.480991,0.514045
0.284576,0.235813,0.325379,0.660830
0.407821,0.525051,0.145865,0.518140
0.186248,0.335822,0.224207,0.509610
0.708580,0.231183,0.017219,0.490277
0.300227,0.334922,0.579602,0.597501
0.702054,0.340378,0.160121,0.679907
0.567503,0.414410,0.359353,0.636939
0.724886,0.209982,0.134888,0.562938
0.089166,0.218846,0.590293,0.563984
0.970862,0.382215,0.183653,0.670198
0.306510,0.385184,0.095218,0.505706
0.992687,0.474043,0.159714,0.701581
0.948652,0.382219,0.090518,0.703583
0.338223,0.495773,0.085778,0.738307
0.919811,0.271327,0.343838,0.658286
0.926642,0.192612,0.084274,0.441311
0.724730,0.269468,0.195774,0.688934
0.308993,0.423097,0.130024,0.665464
0.987714,0.360261,0.528578,0.727605
0.781480,0.504230,0.129750,0.645583
0.620760,0.395667,0.466943,0.603908
0.558178,0.360295,0.174851,0.742123
0.881804,0.320242,0.445438,0.591941
0.442546,0.368055,0.022669,0.712796
0.987553,0.365751,0.289445,0.560588
0.750057,0.471065,0.310832,0.520326
0.535974,0.428594,0.487321,0.805871
0.519226,0.093166,0.475633,0.808943
0.002397,0.426379,0.302317,0.640140
0.139903,0.446965,0.343336,0.522288
0.273529,0.266455,0.378155,0.684437
0.305891,0.469225,0.174792,0.466563
0.898794,0.530925,0.383120,0.634247
0.205715,0.411523,0.209824,0.628638
0.101113,0.577614,0.124790,0.797269
0.755195,0.551207,0.235386,0.548266
0.948636,0.451320,0.049365,0.458772
0.158710,0.642592,0.231136,0.492569
0.526242,0.458361,0.775599,0.579157
0.845981,0.352238,0.334202,0.549075
0.975324,0.179003,0.152702,0.636661
0.689798,0.223555,0.332544,0.436419
0.767346,0.336842,0.190964,0.556096
0.353195,0.355730,0.046278,0.646218
0.770418,0.519841,0.352848,0.654914
0.347763,0.319788,0.711994,0.721123
0.324768,0.532478,0.317577,0.580845
0.171156,0.420674,0.156697,0.351953
0.239108,0.461596,0.456979,0.720586
0.463895,0.177219,0.200166,0.617007
0.301329,0.448931,0.102647,0.611613
0.332744,0.378311,0.199027,0.504995
0.244300,0.299458,0.324697,0.470117
0.097653,0.350209,0.377819,0.438113
0.502779,0.366341,0.149561,0.499783
0.186768,0.609067,0.321302,0.550499
0.591363,0.487828,0.171631,0.707010
0.585339,0.389901,0.089572,0.399947
0.895699,0.247123,0.163880,0.732530
0.378910,0.417043,0.395056,0.437714
0.152927,0.353260,0.296598,0.494753
0.027509,0.228582,0.550288,0.435189
0.953522,0.138001,0.337466,0.682341
0.857380,0.527542,0.233569,0.647397
0.090260,0.269777,0.523013,0.537776
0.989905,0.068894,0.177632,0.651899
0.313399,0.445815,0.016909,0.560777
0.322699,0.511836,0.298297,0.399974
0.244004,0.317781,0.142331,0.701573
0.329104,0.509196,0.157903,0.607052
0.485943,0.371698,0.048952,0.641948
0.279599,0.399756,0.446386,0.602350
0.526790,0.199013,0.520580,0.597743
0.504064,0.475022,0.207445,0.509114
0.586223,0.379087,0.099763,0.624927
0.796634,0.306948,0.158228,0.739767
0.390920,0.422331,0.182864,0.609299
0.809318,0.401077,0.157126,0.827122
0.753520,0.278456,0.201919,0.669681
0.074110,0.265788,0.229805,0.757215
0.716166,0.488826,0.147550,0.470699
0.326850,0.468437,0.389377,0.633088
0.419010,0.328511,0.341272,0.847406
0.938763,0.397427,0.124939,0.761774
0.900647,0.359226,0.143386,0.594168
0.064304,0.279961,0.103915,0.710538
0.419302,0.376040,0.333125,0.645875
0.578393,0.331451,0.231370,0.468053
0.068176,0.399849,0.243942,0.600713
0.786570,0.308759,0.327609,0.927279
0.667696,0.572805,0.362202,0.611530
0.259716,0.524477,0.133992,0.493437
0.029661,0.561621,0.136560,0.498374
0.900224,0.235084,0.645128,0.671777
0.856138,0.401304,0.167645,0.606009
0.864238,0.403935,0.319923,0.657861
0.838887,0.310650,0.221084,0.642153
0.843998,0.516705,0.441706,0.759377
0.887253,0.448599,0.070860,0.514763
0.539924,0.458309,0.341487,0.419264
0.453963,0.531219,0.376870,0.497671
0.227936,0.412450,0.323231,0.521846
0.044749,0.374030,0.530399,0.593314
0.651363,0.407157,0.110693,0.567050
0.533779,0.259270,0.372025,0.474983
0.697555,0.472254,0.138890,0.508962
0.760240,0.401780,0.097146,0.573899
0.448321,0.543908,0.474341,0.501844
0.845992,0.650501,0.375373,0.739842
0.708400,0.356783,0.218854,0.390921
0.498227,0.418182,0.034738,0.510595
0.461976,0.477468,0.059821,0.674954
0.094993,0.439913,0.311464,0.609860
0.414279,0.539426,0.197553,0.700746
0.213363,0.238954,0.140715,0.427611
0.997769,0.332623,0.570493,0.656722
0.074891,0.269621,0.105521,0.563160
0.451207,0.217741,0.237298,0.761428
0.465370,0.204015,0.053871,0.637120
0.538490,0.533383,0.380267,0.668121
0.080194,0.420227,0.202677,0.597166
0.240849,0.497282,0.247899,0.654233
0.335058,0.427167,0.256030,0.830835
0.292860,0.472519,0.264592,0.576022
0.586324,0.347393,0.098511,0.550782
0.589963,0.359107,0.646700,0.647485
0.417207,0.316930,0.047015,0.625900
0.594138,0.228719,0.444775,0.414674
0.831686,0.479736,0.343566,0.412979
0.972088,0.422678,0.344465,0.751328
0.988002,0.286344,0.058018,0.796947
0.799830,0.396800,0.142815,0.622356
0.135656,0.356716,0.079382,0.526734
0.825393,0.614024,0.305082,0.578868
0.281917,0.514100,0.306113,0.599200
0.715263,0.374371,0.188288,0.565122
0.586942,0.262461,0.145393,0.526381
0.132279,0.451354,0.117500,0.690120
0.040026,0.495289,0.401770,0.446827
0.168203,0.422167,0.403990,0.371305
0.764930,0.376389,0.039413,0.634007
0.897902,0.417140,0.233892,0.629500
0.438531,0.337364,0.425241,0.527921
0.603360,0.239548,0.225388,0.698833
0.764639,0.071497,0.216770,0.571256
0.271508,0.351609,0.595444,0.431766
0.103145,0.342867,0.343081,0.673698
0.589147,0.506629,0.118361,0.471439
0.498466,0.386363,0.060198,0.503819
0.456225,0.228489,0.234814,0.749447
0.820756,0.372028,0.656109,0.628511
0.542237,0.294242,0.255624,0.544953
0.006102,0.536555,0.534468,0.661319
0.079069,0.252079,0.066833,0.654346
0.278881,0.365080,0.062355,0.486832
0.860604,0.416593,0.368681,0.648783
0.595027,0.516976,0.273316,0.544493
0.268321,0.396400,0.270835,0.632197
0.257462,0.377904,0.222577,0.693276
0.349796,0.204116,0.258824,0.568004
0.892924,0.485489,0.602516,0.469327
0.671270,0.408198,0.401408,0.453439
0.854155,0.640355,0.667620,0.625848
0.055175,0.232015,0.209993,0.665455
0.675621,0.452687,0.484256,0.747650
0.121489,0.328766,0.228073,0.754844
0.695232,0.351972,0.417132,0.676672
0.799029,0.445433,0.281586,0.680787
0.543598,0.432957,0.104308,0.577437
0.854609,0.408869,0.062264,0.562846
0.600958,0.487044,0.190766,0.619463
0.326643,0.327931,0.116055,0.501113
0.399045,0.311427,0.114694,0.613657
0.105489,0.307084,0.097892,0.419373
0.445713,0.314986,0.244557,0.661817
0.562390,0.554220,0.273851,0.720304
0.440946,0.259892,0.325121,0.641514
0.251302,0.283514,0.090330,0.825728
0.704132,0.397816,0.439276,0.523301
0.971316,0.625178,0.756399,0.522027
0.549381,0.321810,0.409874,0.532681
0.364142,0.640378,0.454280,0.742643
0.248402,0.408513,0.178108,0.789881
0.877584,0.385840,0.072174,0.686501
0.615498,0.217121,0.422620,0.401810
0.247702,0.385316,0.389184,0.827112
0.536240,0.240445,0.590667,0.581524
0.655870,0.219092,0.228206,0.366306
0.742860,0.445771,0.592858,0.448994
0.029000,0.357444,0.063647,0.563857
0.744119,0.558413,0.509462,0.669322
0.487335,0.436069,0.057801,0.566690
0.419018,0.409775,0.143070,0.640163
0.024035,0.323115,0.104082,0.680312
0.623484,0.365657,0.182839,0.781616
0.094881,0.352388,0.101673,0.633811
0.250080,0.558844,0.164864,0.733087
0.074203,0.074420,0.166146,0.568329
0.421557,0.487889,0.338685,0.665968
0.330488,0.465284,0.158209,0.645814
0.316618,0.396792,0.205985,0.551459
0.565156,0.510700,0.477525,0.645630
0.427785,0.366509,0.093924,0.709089
0.777170,0.221020,0.159899,0.352122
0.229950,0.370042,0.171451,0.718972
0.073136,0.424514,0.160451,0.682705
0.186931,0.572022,0.513774,0.511872
0.398949,0.255931,0.184155,0.578532
0.128503,0.458072,0.104516,0.597776
0.438716,0.421081,0.030319,0.559244
0.449777,0.261448,0.138546,0.643668
0.296573,0.470288,0.166134,0.726722
0.021019,0.223850,0.771276,0.806321
0.612820,0.432725,0.728075,0.701201
0.979071,0.262853,0.526222,0.679805
0.236678,0.548605,0.033143,0.471569
0.860023,0.496547,0.149015,0.636511
0.649347,0.292327,0.191409,0.614991
0.354337,0.270940,0.511155,0.534110
0.980271,0.269181,0.215549,0.430405
0.190980,0.449844,0.226467,0.902346
0.771149,0.437919,0.403419,0.431600
0.719649,0.262351,0.091163,0.631454
0.418451,0.301758,0.346905,0.449152
0.402041,0.394214,0.102220,0.550601
0.260451,0.365024,0.392710,0.417882
0.226033,0.246751,0.338732,0.488919
0.548063,0.424700,0.285535,0.639033
0.414493,0.280196,0.239000,0.479813
0.591148,0.372705,0.267027,0.524648
0.681298,0.414369,0.160491,0.662245
0.935863,0.565748,0.109783,0.590592
0.372834,0.426333,0.342921,0.488914
0.633386,0.365643,0.477421,0.767130
0.026915,0.398309,0.266715,0.650344
0.313863,0.274606,0.307379,0.466626
0.524990,0.241551,0.058658,0.468480
0.833647,0.465081,0.411471,0.656959
0.337284,0.554416,0.306290,0.626059
0.808376,0.795401,0.470510,0.537646
0.871883,0.631490,0.188954,0.762156
0.817462,0.253968,0.089705,0.483524
0.619974,0.296025,0.322570,0.641180
0.537848,0.368630,0.158055,0.749856
0.407309,0.379222,0.371414,0.595100
0.316549,0.457307,0.169049,0.430923
0.808988,0.336220,0.400247,0.426289
0.578690,0.300248,0.646983,0.610325
0.147688,0.558499,0.370202,0.482590
0.471927,0.293811,0.193062,0.662360
